,hotel_id,hotel_name,hotel_description,address,point_of_interest,city,state,country,latitude,longitude,property_type,hotel_star_rating,site_review_rating,hotel_facilities,room_facilities
609,H000610,Motel 6-perry,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard check-in time is 12:00 PM and the standard check-out time is 24 Hours from Check-in. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel,1004 Saint Patricks Dr,"['Nirmal Chhaya Rewa Road', 'Satna Airport']",Perry,GA,US,32.5,-83.7,Hotel,0,5.0,"(' Bike on Rent', ' Drivers Rest Room', 'ATM / Banking', 'Access Via Exterior Corridors', 'Air / Rail Booking', 'Air-Conditioning - Central', 'Ayurvedic Facilities ', 'Baggage Room', 'Banquet Facilities', 'Business Center', 'CCTV', 'Car Rental', 'Catering', 'Cell Phone Rental', 'City Shuttle Service', 'Computer Rental', 'Courier Service', 'Doctor on Call', 'Doorman', 'Dry Cleaning', 'Electronic / Magnetic Keys', 'Electronic Check-Out', 'Express Check-In / Check-Out', 'Express Laundry', 'Family Room', 'Fire Place Available ', 'Fire Safety', 'First-Aid Kit at Front Desk', 'Free Local Calls', 'Front Desk', 'Full Time Operation for All 7 Days', 'Gardens', 'Grocery', 'Guide / Sightseeing Service', 'In House Events ', 'Internet Access - Surcharge', 'Laundry Service Available', 'Lift / Elevator', 'Lobby', 'Local Tour / Travel Desk', 'Locker Facility', 'Major Credit Cards Accepted', 'Massage Services', 'Medical Assistance Available', 'Mini Theatre', 'Multi Cuisine Restaurant', 'Multi Lingual Staff', 'Open Air Restaurant / Dining', 'Oxygen Cylinder (on request)', 'Parking Facility', 'Party hall', 'Pick Up and Drop (Rly Station, Bus Stand, Temple)', 'Postal / Parcel Services', 'Power Backup', 'Public Restrooms', 'RO Water Purification System', 'Restaurant', 'Self Check - In', 'Separate Sitting Area', 'Speciality Restaurant', 'Suites', 'Taxi Services', 'Valet service', 'Wake-up Call / Service', 'Water Dispenser Available', 'Wedding Services Facility', 'Wheelchair Accessibility - Room')","('Air Conditioning', 'Alarm Clock', 'Breakfast Available', 'Ceiling Fan', 'Daily Room Cleaning', 'Do-Not-Disturb Notice', 'Dressing Area', 'Dustbins', 'HD / LCD Satellite TV', 'Housekeeping', 'Ice Bucket on Demand', 'Luggage Rack', 'Mirror', 'Movies &amp; Games on demand', 'Newspapers', 'Shower Cap', 'Slippers', 'Telephone', 'Television', 'Toiletries', 'Utensils (on request)', 'Western Toilet Seat', 'Safe', 'Window Open / Ventilation', 'Outdoor Parking', 'Porter Services')"
610,H000611,Super 8 Richfield Area,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,4845 Brecksville Rd,"['Shirdi Bus Depot', 'Shirdi Sai Sansthan', 'Dixit Wada Museum', 'Gurusthan', 'Khandoba Temple', 'Chavadi', 'Nagar- Manmad Highway', 'Police station', 'Samadhi Mandir', 'Water Park']",Richfield,OH,US,41.3,-81.6,Hotel,0,4.7,"('Banquet Facilities', 'Conference Facility', 'Doctor on Call', 'Dry Cleaning', 'Laundry Service Available', 'Lobby', 'Parking Facility')","('Air Conditioning', 'Alarm Clock', 'Bathroom Amenities', 'Ceiling Fan', 'Ensuite / Private Bathroom', 'Telephone', 'Television')"
611,H000612,Best Western Anthony/West El Paso,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel Check-in Time is 12 PM, Check-out Time is 10 AM.The inclusion of 'extra bed' with a booking is facilitated with a folding cot or a mattress as an extra bed.",9401 S Desert Blvd,"['Gandhi Mandapam', 'Gandhi memorial', 'Vivekananda rock memorial', 'Government Museum', 'Beach Area', 'Bus Station', 'Thiruvalluvar statue', 'Bhagavathi Amman Temple']",Anthony,TX,US,32.0,-106.6,Hotel,2,5.0,"('Business Center', 'Conference Facility', 'Fax Machine', 'Front Desk', 'Laundry Service Available', 'Lobby', 'Locker Facility', 'Medical Assistance Available', 'Multi Cuisine Restaurant', 'Parking Facility', 'Power Backup', 'Welcome Drinks')","('Bathroom Amenities', 'Newspapers', 'Telephone', 'Television')"
612,H000613,Hilton Garden Inn Harrisburg East,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel Policies - Check in -1200PM Check out - 12:00 PM Alcohol Policy- Alcoholic beverage service is restricted to those 21 years or older (with valid identification).,3943 Tecport Dr,"['Amer Fort', 'Jaigarh Fort', 'Nahargarh Fort', 'Statue Circle', 'Albert Hall Museum', 'K.L. Saini Stadium', 'Vaishali Nagar', 'BAPS Shri Swaminarayan Mandir', 'NANATIONAL INSTITUTION OF DESIGN &amp; TECHNOLOGY-®', 'NANATIONAL INSTITUTION OF DESIGN & TECHNOLOGY-®']",Harrisburg,PA,US,40.3,-76.8,Hotel,0,4.7,"('Doctor on Call', 'Front Desk', 'Parking Facility')","('Air Conditioning', 'Bathroom Amenities', 'Ceiling Fan', 'Mirror', 'Newspapers', 'Telephone', 'Television')"
613,H000614,Uncle Gabby's Motel,The standard check-in time is 12:00 PM and the standard check-out time is 11:45 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,10825 Highway 7,"['Tilyar Lake', 'PGMIS Rohtak', 'Jama Masjid', 'Bhindawas Lake', 'Opposite Mdu Gate No. 2']",Clinton,MO,US,38.3,-93.5,Hotel,3,3.0,"('Business Center', 'Conference Facility', 'Fax Machine', 'Front Desk', 'Laundry Service Available', 'Lobby', 'Medical Assistance Available', 'Multi Cuisine Restaurant', 'Parking Facility', 'Power Backup', 'Welcome Drinks')","('Alarm Clock', 'Balcony', 'Bathroom Amenities', 'Crockery / Cutlery', 'Ensuite / Private Bathroom', 'Full Kitchen', 'Newspapers', 'No Smoking Room', 'Telephone', 'Television')"
614,H000615,Big T Motel,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Check in time. 24 hrs. Taxes and service charges applicable extra All rates in INR.,406 S 10th St,"['Railway Station', 'Airport', 'Lok Nayak Jayaprakash Airport', 'Mahavir Mandir', 'Phulwari Sharif', 'Fraser Road Area', 'Patna Museum', 'Patna Railway Station']",Tarkio,MO,US,40.4,-95.4,Hotel,0,3.8,"('ATM / Banking', 'Access Via Exterior Corridors', 'Air / Rail Booking', 'Air-Conditioning - Central', 'Babysitting/ Child Care (surcharge)', 'Baggage Room', 'Banquet Facilities', 'Bar / Lounge ', 'Barbecue Area', 'Board Room', 'Business Center', 'Car Rental', 'Catering', 'City Shuttle Service', 'Coffee Shop / Cafe', 'Concierge', 'Conference Facility', 'Courier Service', 'Currency Exchange', 'Disabled Friendly Facilities ', 'Doctor on Call', 'Doorman', 'Dry Cleaning', 'Electronic / Magnetic Keys', 'Express Check-In / Check-Out', 'Express Laundry', 'Extra Person / Child - Share the same room', 'Family Room', 'Fax Machine', 'Floor Butler', 'Free Local Calls', 'Front Desk', 'Gardens', 'Guide / Sightseeing Service', 'In House Events ', 'Laundry Service Available', 'Lift / Elevator', 'Lobby', 'Local Tour / Travel Desk', 'Locker Facility', 'Major Credit Cards Accepted', 'Medical Assistance Available', 'Multi Cuisine Restaurant', 'Multi Lingual Staff', 'Nature Walk', 'Parking Facility', 'Party hall', 'Pick Up and Drop (Rly Station, Bus Stand, Temple)', 'Picnic Area', 'Postal / Parcel Services', 'Power Backup', 'RO Water Purification System', 'Rooftop Garden', 'Secretarial Services', 'Separate Sitting Area', 'Smoking Area', 'Taxi Services', 'Valet service', 'Vegetarian Food / Jain Food Available', 'Veranda', 'Wake-up Call / Service', 'Water Dispenser Available', 'Wedding Services Facility', 'Welcome Drinks', 'Wheelchair Accessibility - Room')","('Newspapers', 'No Smoking Room', 'Outdoor Parking', 'Porter Services', 'Spa Services', 'Airport Transfer')"
615,H000616,BEST WESTERN PLUS The Inn At King Of Prussia,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Check In /Check Out 12.00PM Identity Proof ,Address Proof and Photograph of each guest is taken during Check-In",127 S Gulph Rd,"['Chinchwad Train Station', 'Pimpri Chinchwad', 'Pimpri Railway Station', 'Kasarwadi Railway Station', 'Pimpri Chinchwad Pcm Hockey Station']",King of Prussia,PA,US,40.1,-75.4,Hotel,3,3.9,"('Car Rental', 'Doctor on Call', 'Dry Cleaning', 'Fax Machine', 'Front Desk', 'Laundry Service Available', 'Locker Facility', 'Parking Facility', 'Power Backup', 'Smoking Area')","('Attached Bathroom', 'Bathroom Amenities', 'Bedside Table', 'Breakfast Available', 'Breakfast chargeable', 'Ceiling Fan', 'Closet', 'Clothes Hook in Bathroom', 'Curtains/Shades', 'Daily Room Cleaning', 'Dustbins', 'Extra Toilteries on Demand', 'Hot / Cold Running Water', 'In-room Storage Space', 'Mirror', 'Newspapers', 'Room Door Fitted with Lock and Key', 'Shower', 'Telephone', 'Television', 'Utensils (on request)', 'Wardrobe', 'Western Toilet Seat', 'Window Open / Ventilation', 'Outdoor Parking')"
616,H000617,Estes Park Condos,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,1400 David Dr,"['Others', 'Lingaraja Temple', 'Orissa University of Agriculture and Technology', 'Orissa State Museum', 'Bhubneshwar Railway Station']",Estes Park,CO,US,40.4,-105.6,Hotel,0,2.0,"('Doctor on Call',)","('Attached Bathroom', 'Bathroom Amenities')"
617,H000618,Quiet Haven Motel,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas  New year dates, High season  long weekend dates  extra supplement will be charged over  above the paid rates as per actual  hotel discretion.",2556 Siegrist Rd,"['Watson Museum', 'Moti Tanki', 'Kanak Road', 'Limbda Chowk', 'ST Bus Stand', 'Rashtriya Shala', 'Rajkot Airport', 'Kalawad Road']",Ronks,PA,US,40.0,-76.2,Hotel,1,5.0,"('Front Desk', 'Parking Facility', 'Public Restrooms')","('Bathroom Amenities', 'Desk', 'Hot / Cold Running Water', 'Housekeeping', 'Western Toilet Seat')"
618,H000619,Sleep Inn & Suites,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,6733 Bonanza Rd.,"['Suvarnadurg and Kanakdurg Forts', 'Kadyavarcha Ganpati', 'Dapoli']",Evansville,WY,US,42.8,-106.2,Hotel,0,1.5,"('Doctor on Call', 'Doorman', 'Extra Person / Child - Share the same room', 'Family Room', 'Front Desk', 'Parking Facility', 'Power Backup', 'Wake-up Call / Service')","('Alarm Clock', 'Attached Bathroom', 'Bathroom Amenities', 'Ceiling Fan', 'Clothes Hook in Bathroom', 'Do-Not-Disturb Notice', 'Dustbins', 'Extra Bed, Towels, Linens, Bedding (on request)', 'Extra Toilteries on Demand', 'Hot / Cold Running Water', 'Housekeeping', 'Mirror', 'Newspapers', 'Premium Amenities / Toiletries', 'Television', 'Toiletries', 'Wardrobe', 'Outdoor Parking')"
619,H000620,Comfort Suites-lombard,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,530 W North Ave,"['Rai Bhawan', 'Savin Kingdom', 'Radha Bazar', 'Sed-Gyued Monastery', 'Kali Mandir', 'City Mall', 'Hill Cart Road', ""Shahid Bhagat Singh Com'l Complex"", 'Ratnakhola Welfare Club', 'Siliguri Railway Station', 'Subhash Sporting Club']",Lombard,IL,US,41.9,-88.0,Hotel,3,4.2,"('Air / Rail Booking', 'Baggage Room', 'Banquet Facilities', 'Car Rental', 'Computer Rental', 'Concierge', 'Conference Facility', 'Currency Exchange', 'Doctor on Call', 'Dry Cleaning', 'Extra Person / Child - Share the same room', 'Family Room', 'Fire Safety', 'Front Desk', 'Laundry Service Available', 'Lift / Elevator', 'Lobby', 'Local Tour / Travel Desk', 'Major Credit Cards Accepted', 'Medical Assistance Available', 'Multi Cuisine Restaurant', 'Multi Lingual Staff', 'Parking Facility', 'Party hall', 'Power Backup', 'RO Water Purification System', 'Restaurant', 'Taxi Services', 'Veranda', 'Wake-up Call / Service', 'Welcome Drinks', 'Wheelchair Accessibility - Room')","('Air Conditioning', 'Bathroom Amenities', 'Ceiling Fan', 'Ensuite / Private Bathroom', 'Newspapers', 'No Smoking Room', 'Tea Coffee Kettle / Maker', 'Telephone', 'Television', 'Outdoor Parking', 'Airport Transfer')"
620,H000621,Estancia La Jolla Hotel and Spa,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel.  Unmarried couples are not allowed!!,9700 N Torrey Pines Rd,"['Shaniwar Wada', 'Aga Khan Palace', 'Vishrambaugh Wada', 'Chinchwad Train Station', 'Aditya Birla Memorial Hospital', 'Pimpri Railway Station', 'Akurdi Railway Station', 'Pimpri Chinchwad']",La Jolla,CA,US,32.9,-117.2,Hotel,3,3.0,"('Car Rental', 'Conference Facility', 'Front Desk', 'Internet Access - Surcharge', 'Laundry Service Available', 'Lift / Elevator', 'Lobby', 'Locker Facility', 'Multi Cuisine Restaurant', 'Parking Facility', 'Restaurant', 'Smoking Area')","('Air Conditioning', 'Bathroom Amenities', 'Breakfast Available', 'Ceiling Fan', 'Desk', 'Extra Bed, Towels, Linens, Bedding (on request)', 'Hot / Cold Running Water', 'Housekeeping', 'Mirror', 'Newspapers', 'No Smoking Room', 'Telephone', 'Television', 'Toiletries', 'Wardrobe', 'Window Open / Ventilation')"
